单位名称,统一社会信用代码,住所,环评工程师数量,主要编制人员数量,当前状态,第1记分周期,第2记分周期,第3记分周期,第4记分周期,第5记分周期
大连指南针海洋工程咨询有限公司,91210231MA0TXX660W,辽宁省-大连市-甘井子区-燕南园33号2单元11层3号,1,4,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:5
内蒙古众成环境工程技术有限公司,91150105MABYCMGEXQ,内蒙古自治区-呼和浩特市-赛罕区-汇商广场B1座20054,1,2,正常公开,1:2023:0,2::-,3::-,4::-,5::-
爱建信达工程咨询有限公司,9123060768485599XL,黑龙江省-大庆市-高新技术产业开发区-黑龙江省大庆高新区新风路4-8号服务外包产业园B-10座411、413、418室,1,0,正常公开,1:2023:0,2:2024:0,3::-,4::-,5::-
湛江市红泰技术服务有限公司,91440804MA56W09X3N,广东省-湛江市-经济技术开发区-泉庄街道海滨大道北6号荣盛中央广场19号楼1616号公寓,1,2,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
山西星源环保科创有限公司,91140581MA0L7DYG7A,山西省-晋城市-高平市-高平市南城街道汇鑫商贸城红楼一号商铺,1,3,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
朝阳清源生态环境科技有限公司,91211302MA7DT62L0J,辽宁省-朝阳市-双塔区-珠江路一段97-2号,1,0,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
四川中正源环保技术有限公司,91510108MA6CLTD64C,四川省-成都市-成华区-成宏路18号1栋1单元16层3号、1栋1单元16层4号,1,2,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:5,5::-
河北青荟环境科技有限公司,91130105MA0910QR7X,河北省-石家庄市-新华区-中华北大街370号北郡A8-2-1101,1,1,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5:2023:0
铁力市黑马工程建设监理有限责任公司,912307815838458137,黑龙江省-伊春市-铁力市-建设大街100号,1,0,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
河南恒辉检测技术有限公司,91410100MA46QUEU84,河南省-郑州市-管城回族区-航海东路101号正商国际广场A座1603,1,2,正常公开,1:2023:0,2::-,3::-,4::-,5::-
上海泽晟环境技术有限公司,91310112551555838P,上海市-上海市-闵行区-光华路598号2栋AB4097室,1,5,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:0,5::-
黑龙江环博环保技术有限公司,91230104MACK3AQE01,黑龙江省-哈尔滨市-道外区-宏北街2号楼101-2号,1,1,正常公开,1:2023:0,2::-,3::-,4::-,5::-
张家口凯诺环保科技有限公司,91130702050975287W,河北省-张家口市-万全区-佳禾路8号,1,0,正常公开,1:2023:0,2::-,3::-,4::-,5::-
四川省益深环保技术有限责任公司,91511422309332599Y,四川省-眉山市-彭山区-蔡山西路西段43号,1,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河南维绿环保工程技术有限公司,91410105785062315D,河南省-郑州市-金水区-顺河路18号4号楼8层14号,1,5,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
长沙正诚环保技术咨询有限公司,91430121394062959U,湖南省-长沙市-长沙县-长沙县星沙街道板仓北路2号环保局宿舍302室,1,0,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
广州南科海洋工程有限公司,91440101725025512C,广东省-广州市-海珠区-新港西路164号,1,5,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
山西森博朗环保咨询服务有限公司,91140100MA0LP8FQ2N,山西省-太原市-小店区-山西省太原市小店区营盘街道南内环街98-2号财富国际大厦1412号（入驻龙成商务秘书服务有限公司）-129号,1,3,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
内蒙古中众环保技术咨询有限公司,91150302MA13U9MU51,内蒙古自治区-乌海市-海勃湾区-双拥西街北二街坊8号蒙西阳光丽舍办公楼11层4号,1,1,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
浙江德睿环境科技有限公司,91330106MA2GY5G228,浙江省-杭州市-上城区-金骏大厦1403室,1,9,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
广东乐川环保科技有限公司,91440802MA7GC2BR63,广东省-湛江市-赤坎区-海田路116号129号商铺,1,2,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
甘肃天恒环保工程技术咨询有限公司,91620102MA7422368W,甘肃省-兰州市-城关区-酒泉路86号阳光家园1号楼4单元804室,1,1,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
河北冉升环境科技有限公司,91130922MA0A05H91Y,河北省-沧州市-青县-清州镇文化街佛堂北200米路西,1,3,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
大连沣泽环境工程有限公司,91210213MAC81ND82B,辽宁省-大连市-金普新区-赤峰街21-1号1-4层12-32号,1,1,正常公开,1:2023:0,2::-,3::-,4::-,5::-
江苏沅铭环保科技有限公司,91320102MACJ5MYXXE,江苏省-南京市-玄武区-垠坤徐庄数字健康产业园,1,5,正常公开,1:2023:0,2::-,3::-,4::-,5::-
甘肃绿意环保科技有限公司,91620500316077274Y,甘肃省-天水市-秦州区-天水碧桂园御府,1,0,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
山西方禹环保咨询有限公司,91140700MA0L1E8780,山西省-晋中市-经济技术开发区-山西示范区晋中开发区汇通产业园区龙湖西大街鑫发大拇指广场A座913,1,3,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
江西汇鑫环保工程咨询有限公司,91360102MA35JLR77U,江西省-南昌市-红谷滩新区-绿地外滩城18栋2502室,1,3,正常公开,1:2021:0,2:2022:4,3:2023:0,4::-,5::-
西藏贯虹环保科技有限公司,91540125MAB04EMX78,西藏自治区-拉萨市-堆龙德庆区-西藏拉萨市堆龙德庆区东嘎镇世邦欧郡5栋1单元1004,1,1,正常公开,1:2023:0,2:2024:0,3::-,4::-,5::-
兰州森新环境科技有限公司,91620102MA7233MT32,甘肃省-兰州市-城关区-南滨河东路5198号名城广场2号楼30＃3029室,1,6,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
宜昌开源环保工程有限责任公司,914205067379266841,湖北省-宜昌市-夷陵区-罗河路14号,1,0,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
西藏雅施环保科技有限公司,91540195MA6TFC2606,西藏自治区-拉萨市-市辖区-西藏自治区拉萨市市辖区柳梧新区圣地财富广场5栋2单元7层701号,1,5,正常公开,1:2020:5,2:2021:0,3:2022:0,4:2023:0,5::-
北京中鑫德泰环保科技有限公司,91110116MA01D2CU65,北京市-北京市-朝阳区-十里堡路1号168幢平房102号,1,0,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
北京境泽技术服务有限公司,91110105306463630N,北京市-北京市-北京经济技术开发区-经海三路109号院9号楼5层、6层601室,1,2,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:0,5::-
山东和达工程咨询管理有限公司,91371602MA7ECP1M24,山东省-滨州市-滨城区-黄河十二路以北新立河路以东建大大厦,1,2,正常公开,1:2022:5,2:2023:0,3::-,4::-,5::-
福证通（福州市）环保科技有限公司,91350103MA32E92M8Y,福建省-福州市-晋安区-鼓山镇化工路549号檀悦商务中心1＃楼12层60商务办公,1,3,正常公开,1:2022:0,2:2023:5,3::-,4::-,5::-
云南小丫环境科技有限公司,91530112MA7CC26W1X,云南省-昆明市-盘龙区-建工大厦2003室,1,3,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
安徽新湖环保科技有限公司,91341200799824376L,安徽省-阜阳市-颍州区-西湖大道696号建工大厦14楼,1,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
唐山地源生态环境科技有限公司,9113029369755888XN,河北省-唐山市-遵化市-北二环东路南侧沙河安置小区西侧9门商业,1,0,正常公开,1:2023:0,2::-,3::-,4::-,5::-
河南邦驰环保科技有限公司,91410104MA9FMMFX2N,河南省-郑州市-二七区-航海中路55号正商航海铭筑1号楼306室,1,3,正常公开,1:2023:0,2::-,3::-,4::-,5::-
安徽环迪环保科技有限公司,91340104MA8P5RE129,安徽省-合肥市-蜀山区-安徽省合肥市蜀山区嘉和路与怀宁路交口蓝蝶苑1幢904,1,1,正常公开,1:2023:0,2::-,3::-,4::-,5::-
浙江禹达安全环保科技有限公司,91330106MA2J1AP77D,浙江省-杭州市-西湖区-华星路96号3幢803室,1,6,正常公开,1:2020:0,2:2021:0,3:2022:5,4:2023:0,5::-
内蒙古环诚环境科技有限责任公司,91150291MA13RGPX1W,内蒙古自治区-包头市-稀土高新区-滨河新区景观大道与包哈公路交汇处胜源.滨河新城第2号办公楼第八层801号,1,3,正常公开,1:2020:0,2:2021:5,3:2022:0,4:2023:0,5::-
天津市环科弘诺环境科技有限公司,91120116MA05LKYC58,天津市-天津市-滨海新区-中关村科技园荣晟广场4号楼706-22,1,7,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
青海拓鑫工程项目管理有限公司,91630104MA75946963,青海省-西宁市-城西区-西关大街130号3号楼7层10712室,1,2,正常公开,1:2021:0,2:2022:7,3:2023:0,4::-,5::-
大连通科环保技术发展有限公司,91210211MA0YN80X5F,辽宁省-大连市-沙河口区-前程街21号2单元7层2号,1,2,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
浙江科寰碳汇科技有限公司,91330106MA2KHF0K6N,浙江省-杭州市-西湖区-西溪路525号B座106室,1,0,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
宣城市宛陵环境技术研究有限公司,91341802MA8P9EUM2T,安徽省-宣城市-宣州区-宣城市宣州区状元北路140号国投科技,1,1,正常公开,1:2023:0,2:2024:0,3::-,4::-,5::-
湖北青霖环保技术有限公司,91420802MA7GCFWY22,湖北省-荆门市-东宝区-天圣路以东（凯凌香格里拉三期）11幢1601号,1,1,正常公开,1:2023:0,2::-,3::-,4::-,5::-
东营地海水利勘测设计有限公司,91370502MAC40JAK1L,山东省-东营市-经济技术开发区-沂州路12号青年公社527室,1,1,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
山西绿达环保科技有限公司,91140100MA0KEDWG11,山西省-太原市-万柏林区-晋祠路一段八号中海寰宇天下8号楼3105,1,3,正常公开,1:2019:0,2:2020:9,3:2021:0,4:2022:0,5:2023:0
四川达纳斯工程咨询有限公司,91510107MA6B5RWY0H,四川省-成都市-武侯区-武侯大道铁佛段1号1栋2单元14层1414号,1,5,正常公开,1:2023:0,2::-,3::-,4::-,5::-
常州市常武常瑞环境科技有限公司,91320412067639968J,江苏省-常州市-武进区-武进国家高新技术产业开发区夏城南路400号,1,6,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
中科检测技术服务（广州）股份有限公司,91440106572186971P,广东省-广州市-天河区-兴科路368号实验楼A房,1,10,正常公开,1:2020:5,2:2021:0,3:2022:5,4:2023:0,5::-
北京中交弘毅环保工程有限公司,911101163356190750,北京市-北京市-怀柔区-渤海镇怀沙路536号,1,2,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
南京博睿环保科技有限公司,91320114MA1WFX5Q47,江苏省-南京市-雨花台区-宁双路28号汇智大厦11楼1107-5室,1,3,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:0,5:2023:0
湖北易昇环境技术咨询有限公司,91420100MA49GPW36M,湖北省-武汉市-东湖新技术开发区-武大园路7号武大科技园3S地球空间信息产业基地三区17栋3-4层04室,1,6,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
允能环境科技（天津）有限公司,91120195MA05RC6938,天津市-天津市-滨海高新区-华苑产业区海泰西路18号北2-204工业孵化-5-527,1,4,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
谱尼测试集团吉林有限公司,91220101092316028H,吉林省-长春市-长春高新区-长春市高新技术产业开发区顺达路789号2号楼三楼,1,2,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
苏州相润环境科技有限公司,91320507MA1XCBMM4Q,江苏省-苏州市-相城区-古元路109号15楼,1,8,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
阳泉市环宝科技有限公司,91140300MA0JYG2Q9P,山西省-阳泉市-经济技术开发区-大连街182号远东发商贸大厦1128,1,0,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
唐山市琳恒信息咨询服务有限公司,91130293MA0G52055X,河北省-唐山市-高新技术开发区-创业中心C座2层210号,1,2,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
辽宁诚亿环保科技有限公司,91210105MA7FYEW784,辽宁省-沈阳市-皇姑区-塔湾街7号信悦汇F2座2107室,1,2,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
天津瑞丹辐射检测评估有限责任公司,911201165832593637,天津市-天津市-高新区塘沽海洋科技园-塘沽海缘路199号东3-6号楼,1,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:5,5:2023:0
清远市共创环保工程技术有限公司,91441802MA53730484,广东省-清远市-清城区-横荷独松村12栋110号首层之一（一址多照）,1,8,正常公开,1:2023:0,2::-,3::-,4::-,5::-
贵州众元工程咨询有限公司,91520198MAC5QNYC2H,贵州省-贵阳市-国家高新技术产业开发区-贵州省贵阳市贵阳国家高新技术产业开发区沙文镇金苏大道2640号绿地新都会11栋11层13号,1,4,正常公开,1:2023:0,2::-,3::-,4::-,5::-
昭通绿宝科技有限公司,91530602MA6P28JQ7Y,云南省-昭通市-昭阳区-凤凰街道欧派枫景3栋2单元102,1,0,正常公开,1:2023:0,2::-,3::-,4::-,5::-
新疆瑜璟润诚工程技术咨询有限公司,91650106MA7NCPPF6B,新疆维吾尔自治区-乌鲁木齐市-经济技术开发区-喀什西路752号绿谷大厦二层2-10-358,1,1,正常公开,1:2023:0,2::-,3::-,4::-,5::-
沈阳市灏澄环保咨询有限公司,91210113MACE76Y37B,辽宁省-沈阳市-沈北新区-清水台清东小区A-3-312,1,0,正常公开,1:2023:0,2::-,3::-,4::-,5::-
广东复新环境有限公司,91440300MA5F8AXD75,广东省-深圳市-宝安区-沙井街道衙边社区宝安大道东水源居309,1,7,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
山西坤弘环保科技有限公司,91140100MA0GXKUW98,山西省-太原市-晋源区-新晋祠路300号13幢1单元3104室,1,1,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
四川嘉源绿意环保科技有限公司,91510100MA6AMJ391J,四川省-成都市-高新区-天府四街199号2栋16楼1608号,1,7,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
广州南方医大医疗设备综合检测有限责任公司,91440101681332958U,广东省-广州市-白云区-京溪沙太南路1023号,1,0,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
广西高阳明环保科技有限公司,91450300MA5L6BYUX6,广西壮族自治区-桂林市-七星区-桂林市高新区信息产业园D-10、D-11号地块新建主厂房1＃第四层,1,0,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
陕西宇文管理咨询有限责任公司,91610000567104759Q,陕西省-西安市-高新技术产业开发区-丈八路街道办事处高新4路号高科广场1幢A座1002室,1,0,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
安徽省山舟环境工程有限公司,91340400095218052G,安徽省-淮南市-八公山区-新庄孜街道建南新村47栋（现32栋）102室,1,4,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5:2024:0
深圳市东深环境科技有限公司,91440300MA5HFRMN5J,广东省-深圳市-福田区-香梅路2002号俊景豪园3栋3A,1,0,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
逸泓水务环境（广东）有限公司,91440101MA59F63J7L,广东省-广州市-番禺区-番禺大道北海印星玥写字楼5栋1602房,1,7,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
海南芝南环保科技有限公司,91460000MACWU23D21,海南省-海口市-秀英区-海秀街道办港澳工业园兴业路八号3楼,1,0,正常公开,1:2023:0,2::-,3::-,4::-,5::-
河南世耀诚实业集团有限公司,91411303MA9GXEUB7X,河南省-南阳市-镇平县-河南省南阳市镇平县遮山镇遮山机电专业园区155号,1,5,正常公开,1:2023:0,2::-,3::-,4::-,5::-
泰兴瀚阳环保技术服务有限公司,91321283MA1YYN34XT,江苏省-泰州市-泰兴市-环溪路88号人才科技广场19-605,1,2,正常公开,1:2023:0,2::-,3::-,4::-,5::-
山东大雨环保技术有限公司,91370700MA3Q73QQ09,山东省-潍坊市-高新技术产业开发区-新城街道金马社区健康东街以北潍县中路以东软件园世贸中心3号楼2-701,1,5,正常公开,1:2023:0,2::-,3::-,4::-,5::-
成都大汇低碳环保科技有限公司,91510104MA6CPF5U3F,四川省-成都市-高新区-成都市高新区天韵路7号,1,2,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
山西萃成安环科技有限公司,91141023MAC54E3TXM,山西省-临汾市-襄汾县-新城镇店头村西300米,1,2,正常公开,1:2023:0,2::-,3::-,4::-,5::-
四川融智绿色创新城乡规划设计咨询有限公司,91511100MA636TB10L,四川省-乐山市-市辖区-乐山市市中区瑞祥路一段1085号6楼6-13号（连号）,1,4,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
重庆国咨建设工程咨询有限公司,91500103795863968H,重庆市-重庆市-渝中区-北区路73号（星都大厦）13F,1,1,正常公开,1:2019:0,2:2020:5,3:2021:0,4:2022:3,5:2023:0
甘肃绿队生态环境有限公司,91620102MA71FG1N0B,甘肃省-兰州市-城关区-南滨河东路5222号名城广场3号楼1311室,1,0,正常公开,1:2022:0,2:2023:0,3::-,4::-,5::-
广东盈辉环境工程有限公司,91440902MA53L72K9C,广东省-茂名市-茂南区-油城九路11号大院1号202房,1,1,正常公开,1:2023:0,2::-,3::-,4::-,5::-
中煤一局集团有限公司环境工程分公司,91149900MA0MU7DK6M,山西省-太原市-山西转型综改示范区-中国知网大厦5层,1,2,正常公开,1:2023:0,2::-,3::-,4::-,5::-
河南琢磨科技研究院有限公司,91410100MA4690KG7T,河南省-新乡市-红旗区-科隆大道与新东大道交叉口新乡中德产业园43号楼201（107以东）,1,2,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
成都同洲科技有限责任公司,91510107597260437D,四川省-成都市-武侯区-新城管委会武兴二路8号1栋1单元5楼501室,1,13,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
安徽碧晟环保科技有限公司,91340104MA2TYH5009,安徽省-合肥市-肥西县-桃花镇翠竹路22号蚁族创客B座304室,1,1,正常公开,1:2023:0,2::-,3::-,4::-,5::-
大连华信理化检测中心有限公司,91210213576050756W,辽宁省-大连市-金普新区-双D4街19-6号,1,2,正常公开,1:2020:0,2:2021:0,3:2022:0,4:2023:0,5::-
山东从思环境咨询有限公司,91370500MA9584PD8R,山东省-东营市-东营区-千佛山路万海金地大厦B座2203,1,0,正常公开,1:2023:0,2::-,3::-,4::-,5::-
重庆丰望环保科技有限公司,91500107745315242F,重庆市-重庆市-南岸区-海铜路1号钻石国际10-2,1,0,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
湖北金诺地矿技术咨询有限公司,91420106303554895X,湖北省-武汉市-武昌区-徐家棚街和平大道750号绿地国际金融城A04地块B2栋8层3室,1,0,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
陕西环亚华飞工贸有限公司,91610131MA71004222,陕西省-西安市-高新技术产业开发区-陕西省西安市高新区丈八街高新二路12号协同大厦1D301号-0115,1,1,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
浙江绿境环境工程有限公司,91330103MA27WHLH0W,浙江省-杭州市-下城区-杭州市下城区华西路299、301号4幢328室,1,3,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
守正（厦门）工程科技有限公司,91350200MA358YUW6Q,福建省-厦门市-湖里区-中国（福建）自由贸易试验区厦门片区（保税港区）海景路268号1号楼465单元之630,1,2,正常公开,1:2021:0,2:2022:0,3:2023:0,4::-,5::-
山西天时达环保科技有限公司,91140100MA0K1PHE14,山西省-太原市-小店区-南内环街346号,1,1,正常公开,1:2021:0,2:2022:5,3:2023:0,4::-,5::-
山西天鑫源环保科技有限公司,91140106794210527J,山西省-太原市-尖草坪区-和平北路268号晋龙钢铁电子交易大厦三层307号,1,3,正常公开,1:2019:0,2:2020:0,3:2021:0,4:2022:0,5:2023:0
安徽润泽环境技术有限公司,91340104MA2TJRXF7K,安徽省-合肥市-蜀山区-富祯商务广场,1,3,正常公开,1:2023:0,2::-,3::-,4::-,5::-
